pl_name,hostname,ra,dec,sy_vmag,sy_jmag,sy_kmag,st_teff,st_logg,st_met,st_age,st_ageerr1,st_ageerr2,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
Kepler-182 b,Kepler-182,289.8301128,50.5862025,14.942,13.836,13.518,6250.0,4.401,0.072,5.25,1.06,-0.88,9.825792,2.58,4.961,Kepler,2014,Kepler
Kepler-182 c,Kepler-182,289.8301128,50.5862025,14.942,13.836,13.518,6250.0,4.401,0.072,5.25,1.06,-0.88,20.684342,3.43,6.416,Kepler,2014,Kepler
Kepler-1466 b,Kepler-1466,289.8312418,44.6098415,14.026,12.815,12.408,5884.0,4.43,-0.07,3.89,2.76,-2.18,31.1750448,1.55,3.968,Kepler,2016,Kepler
Kepler-325 d,Kepler-325,289.8354219,49.825607,15.175,13.806,13.351,5752.0,4.411,0.02,0.93,1.31,-0.6,38.715185,2.79,3.458,Kepler,2014,Kepler
Kepler-325 b,Kepler-325,289.8354219,49.825607,15.175,13.806,13.351,5752.0,4.411,0.02,0.93,1.31,-0.6,4.544439,2.91,1.756,Kepler,2014,Kepler
Kepler-325 c,Kepler-325,289.8354219,49.825607,15.175,13.806,13.351,5752.0,4.411,0.02,0.93,1.31,-0.6,12.762172,2.54,1.838,Kepler,2014,Kepler
Kepler-1979 b,Kepler-1979,289.8429062,38.309622,15.484,14.015,13.611,5942.0,4.506,-0.06,0.4,2.9,-2.9,18.5084526,29.33,6.596,Kepler,2023,Kepler
Kepler-1522 b,Kepler-1522,289.8432347,52.0702094,14.357,13.097,12.621,5706.0,4.49,-0.07,3.89,3.93,-2.2,1.847889171,1.73,1.8934,Kepler,2016,Kepler
Kepler-386 c,Kepler-386,289.8589165,48.6938077,15.949,14.183,13.605,5178.0,4.558,0.07,9.9,3.9,-3.9,25.193458,1.58,4.634,Kepler,2014,Kepler
Kepler-386 b,Kepler-386,289.8589165,48.6938077,15.949,14.183,13.605,5178.0,4.558,0.07,9.9,3.9,-3.9,12.31043,1.39,3.939,Kepler,2014,Kepler
Kepler-877 b,Kepler-877,289.8591023,46.5227429,14.74,13.174,12.653,5261.0,4.56,-0.06,4.57,6.27,-2.87,18.45847097,2.12,3.3077,Kepler,2016,Kepler
Kepler-341 c,Kepler-341,289.8615609,43.4727412,14.739,13.416,12.994,6012.0,4.437,0.07,9.12,1.6,-1.53,8.01041,1.7,4.216,Kepler,2014,Kepler
Kepler-341 d,Kepler-341,289.8615609,43.4727412,14.739,13.416,12.994,6012.0,4.437,0.07,9.12,1.6,-1.53,27.666313,1.85,6.048,Kepler,2014,Kepler
Kepler-341 b,Kepler-341,289.8615609,43.4727412,14.739,13.416,12.994,6012.0,4.437,0.07,9.12,1.6,-1.53,5.195528,1.18,3.816,Kepler,2014,Kepler
Kepler-341 e,Kepler-341,289.8615609,43.4727412,14.739,13.416,12.994,6012.0,4.437,0.07,9.12,1.6,-1.53,42.473269,1.99,7.168,Kepler,2014,Kepler
Kepler-976 b,Kepler-976,289.8696232,46.7296855,15.861,14.361,13.887,5232.0,4.55,0.07,4.68,6.47,-2.94,105.9564148,3.96,6.986,Kepler,2016,Kepler
Kepler-1529 b,Kepler-1529,289.8707469,41.0407482,15.297,13.799,13.257,5048.0,4.58,-0.03,4.79,5.95,-2.98,5.33905686,2.1,1.6507,Kepler,2016,Kepler
Kepler-1613 b,Kepler-1613,289.8750066,43.4209318,14.192,12.999,12.653,6005.0,4.37,0.01,3.55,1.93,-1.79,1.5184299,2.08,3.414,Kepler,2016,Kepler
Kepler-537 b,Kepler-537,289.8805804,51.2769907,13.173,12.007,11.623,5763.0,4.47,0.23,1.45,0.712,-0.329,3.247555219,1.41,2.4836,Kepler,2016,Kepler
Kepler-1264 b,Kepler-1264,289.8844102,45.2115075,14.629,13.305,12.901,5791.0,4.45,-0.02,4.17,3.04,-2.5,0.968526023,1.18,1.2904,Kepler,2016,Kepler
Kepler-1501 b,Kepler-1501,289.918589,42.001428,13.683,12.661,12.364,6229.0,4.28,0.04,2.75,0.919,-1.02,14.5564533,1.56,4.57,Kepler,2016,Kepler
Kepler-928 b,Kepler-928,289.920676,41.5427758,15.586,13.685,12.933,4700.0,4.62,-0.11,4.37,6.03,-2.51,3.932461302,1.59,2.1982,Kepler,2016,Kepler
Kepler-403 b,Kepler-403,289.9214256,46.7445267,12.818,11.83,11.537,6090.0,4.266,0.079,3.09,0.51,-0.81,7.031462,1.25,5.848,Kepler,2014,Kepler
Kepler-403 c,Kepler-403,289.9214256,46.7445267,12.818,11.83,11.537,6090.0,4.266,0.079,3.09,0.51,-0.81,54.280749,1.75,5.373,Kepler,2014,Kepler
Kepler-403 d,Kepler-403,289.9214256,46.7445267,12.818,11.83,11.537,6209.0,4.21,0.16,3.09,0.51,-0.81,13.61159129,1.42,7.508,Kepler,2016,Kepler
Kepler-1032 b,Kepler-1032,289.9308779,40.0977109,16.007,13.926,13.301,4647.0,4.62,0.16,1.86,2.8,-0.565,3.290117953,1.87,1.5469,Kepler,2016,Kepler
Kepler-1297 b,Kepler-1297,289.9564415,47.0203466,14.867,13.684,13.262,5818.0,4.45,-0.04,4.17,3.1,-2.41,1.68189002,0.97,3.0,Kepler,2016,Kepler
Kepler-1811 b,Kepler-1811,289.9793241,40.1427848,15.327,14.02,13.606,5561.0,4.263,0.16,0.4,2.0,-2.0,76.42230225,3.84829873,8.066,Kepler,2021,Kepler
Kepler-788 b,Kepler-788,290.0004154,38.5398551,15.45,14.193,13.873,6159.0,4.32,0.05,3.02,1.21,-1.3,8.39846269,2.55,6.488,Kepler,2016,Kepler
Kepler-707 b,Kepler-707,290.007564,42.1164698,15.022,13.604,13.004,5099.0,4.58,-0.12,4.9,5.84,-3.0,2.237492751,1.33,1.8241,Kepler,2016,Kepler
Kepler-1293 b,Kepler-1293,290.0258783,48.3359227,13.377,12.412,12.075,6241.0,4.29,0.0,2.82,0.931,-1.1,5.57654784,0.97,3.745,Kepler,2016,Kepler
Kepler-207 d,Kepler-207,290.0305195,42.1660555,13.164,12.1,11.805,5920.0,4.129,0.29,3.63,0.44,-0.47,5.868075,3.31,3.97,Kepler,2014,Kepler
Kepler-207 b,Kepler-207,290.0305195,42.1660555,13.164,12.1,11.805,5920.0,4.129,0.29,3.63,0.44,-0.47,1.611865,1.57,2.999,Kepler,2014,Kepler
Kepler-207 c,Kepler-207,290.0305195,42.1660555,13.164,12.1,11.805,5920.0,4.129,0.29,3.63,0.44,-0.47,3.071571,1.5,4.077,Kepler,2014,Kepler
Kepler-1144 b,Kepler-1144,290.0432936,47.2578857,14.943,13.818,13.433,5753.0,4.47,-0.03,3.98,3.67,-2.27,17.14647302,1.99,3.841,Kepler,2016,Kepler
Kepler-1891 b,Kepler-1891,290.0438524,44.3705375,14.412,12.972,12.538,5516.0,4.544,-0.14,3.7,4.0,-4.0,4.02229023,1.52139156,0.8605,Kepler,2021,Kepler
Kepler-905 b,Kepler-905,290.0511468,46.7134077,14.058,12.697,12.264,5461.0,4.55,0.09,1.66,0.905,-0.46,5.082746517,1.41,1.7354,Kepler,2016,Kepler
Kepler-337 b,Kepler-337,290.0605123,47.1639533,12.799,11.537,11.183,5684.0,4.004,0.07,7.94,0.57,-0.53,3.292781,1.54,4.767,Kepler,2014,Kepler
Kepler-337 c,Kepler-337,290.0605123,47.1639533,12.799,11.537,11.183,5684.0,4.004,0.07,7.94,0.57,-0.53,9.693201,2.05,5.509,Kepler,2014,Kepler
Kepler-739 b,Kepler-739,290.067994,46.5791535,15.711,14.265,13.847,5601.0,4.51,-0.08,4.27,5.11,-2.6,12.53248465,3.32,4.0098,Kepler,2016,Kepler
Kepler-401 d,Kepler-401,290.0827494,50.8634361,13.366,12.277,11.987,6184.0,4.28,0.02,3.39,0.85,-1.19,184.256405,2.27,11.283,Kepler,2016,Kepler
Kepler-401 b,Kepler-401,290.0827494,50.8634361,13.366,12.277,11.987,6117.0,4.254,0.0,3.55,0.77,-0.77,14.383035,1.71,8.729,Kepler,2014,Kepler
Kepler-401 c,Kepler-401,290.0827494,50.8634361,13.366,12.277,11.987,6117.0,4.254,0.0,3.55,0.77,-0.77,47.318218,2.15,10.579,Kepler,2014,Kepler
Kepler-1409 b,Kepler-1409,290.0847389,51.2086144,15.391,13.775,13.248,5160.0,4.57,-0.03,4.79,5.98,-2.95,0.764864926,1.04,1.1779,Kepler,2016,Kepler
Kepler-887 b,Kepler-887,290.0907893,39.8169085,13.52,12.539,12.241,6194.0,4.29,0.08,3.09,0.65,-1.21,20.42228798,1.84,6.192,Kepler,2016,Kepler
Kepler-887 c,Kepler-887,290.0907893,39.8169085,13.52,12.539,12.241,6194.0,4.29,0.08,3.09,0.65,-1.21,7.63846023,1.13,3.971,Kepler,2016,Kepler
Kepler-677 b,Kepler-677,290.0980478,50.3215731,15.504,14.071,13.686,5723.0,4.45,0.06,4.57,3.8,-2.8,6.57531678,5.38,4.2837,Kepler,2016,Kepler
Kepler-1084 b,Kepler-1084,290.1019809,48.251146,12.015,11.178,10.836,6113.0,4.27,-0.02,4.07,1.0,-1.46,2.05333679,1.11,2.3751,Kepler,2016,Kepler
Kepler-925 b,Kepler-925,290.1065581,40.4906242,16.025,13.978,13.339,4673.0,4.62,0.12,2.57,5.92,-1.15,33.8678531,2.34,3.682,Kepler,2016,Kepler
Kepler-278 b,Kepler-278,290.1072124,38.7022694,11.811,10.047,9.465,4965.0,3.58,0.22,5.761,1.019,-1.019,30.1556,3.955,7.874,Kepler,2014,Kepler
Kepler-278 c,Kepler-278,290.1072124,38.7022694,11.811,10.047,9.465,4965.0,3.58,0.22,5.761,1.019,-1.019,51.111,3.268,11.233,Kepler,2014,Kepler
Kepler-562 b,Kepler-562,290.1196007,46.2737393,14.908,13.576,13.12,5575.0,4.5,-0.04,4.57,4.94,-2.83,18.009314436,5.21,4.9713,Kepler,2016,Kepler
Kepler-866 b,Kepler-866,290.1222112,43.085407,16.124,14.169,13.484,4751.0,4.62,-0.07,4.27,5.8,-2.48,2.617032536,1.63,2.0451,Kepler,2016,Kepler
Kepler-759 b,Kepler-759,290.1314231,41.3814345,14.579,13.327,12.967,5860.0,4.42,0.06,3.89,2.58,-2.16,41.805985,2.27,6.132,Kepler,2016,Kepler
Kepler-985 b,Kepler-985,290.144339,44.0498808,14.904,13.537,13.019,5434.0,4.54,0.0,3.39,2.53,-2.0,116.331901,2.98,6.865,Kepler,2016,Kepler
Kepler-1609 b,Kepler-1609,290.1465356,39.6658026,15.159,13.918,13.508,6132.0,4.29,0.1,3.02,1.08,-1.3,114.34219,2.22,13.001,Kepler,2016,Kepler
Kepler-1506 b,Kepler-1506,290.1498822,41.4645625,15.836,14.51,14.082,5676.0,4.49,-0.05,3.98,4.09,-2.33,14.0329154,1.32,6.844,Kepler,2016,Kepler
Kepler-957 b,Kepler-957,290.1563633,48.818971,15.833,14.061,13.453,4963.0,4.6,-0.01,2.75,6.28,-1.3,5.907413537,5.5,1.0864,Kepler,2016,Kepler
Kepler-973 b,Kepler-973,290.1653203,49.9238126,13.478,11.845,11.303,5213.0,4.58,-0.06,2.29,1.64,-0.852,49.6077331,1.96,2.8424,Kepler,2016,Kepler
TOI-1452 b,TOI-1452,290.1739741,73.1951082,14.354,10.604,9.74,3185.0,4.95,-0.07,,,,11.06201,1.672,1.7587777,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
Kepler-1282 b,Kepler-1282,290.1761688,46.6983036,15.707,14.318,13.852,5504.0,4.51,0.01,4.57,6.12,-2.89,2.131946513,1.55,1.8179,Kepler,2016,Kepler
Kepler-1693 c,Kepler-1693,290.2015581,48.1857799,14.857,13.527,13.101,5553.0,4.33,0.16,0.8,3.9,-3.9,5.363709927,0.97698289,2.875,Kepler,2021,Kepler
Kepler-1693 b,Kepler-1693,290.2015581,48.1857799,14.857,13.527,13.101,5432.34,4.52851,0.026,0.8,3.9,-3.9,12.0999,1.28938413,3.358,Kepler,2020,Kepler
Kepler-269 c,Kepler-269,290.2151459,41.775981,15.646,14.438,13.961,5847.0,4.5,0.4,6.46,1.49,-1.33,8.127899,1.69,3.899,Kepler,2014,Kepler
Kepler-269 b,Kepler-269,290.2151459,41.775981,15.646,14.438,13.961,5847.0,4.5,0.4,6.46,1.49,-1.33,5.326718,2.47,3.387,Kepler,2014,Kepler
Kepler-1913 b,Kepler-1913,290.216689,44.7795863,14.814,13.599,13.202,6214.0,4.442,0.07,,,,14.1960001,1.51852059,3.577,Kepler,2021,Kepler
Kepler-1163 b,Kepler-1163,290.235863,50.0300654,12.208,11.253,10.971,6302.0,4.26,0.02,2.88,0.55,-0.952,6.11786898,1.03,3.47,Kepler,2016,Kepler
Kepler-336 d,Kepler-336,290.2376224,41.3313637,13.677,12.488,12.144,5867.0,4.264,0.337,4.9,1.62,-1.96,20.678772,2.37,4.515,Kepler,2014,Kepler
Kepler-336 b,Kepler-336,290.2376224,41.3313637,13.677,12.488,12.144,5867.0,4.264,0.337,4.9,1.62,-1.96,2.024823,1.02,2.762,Kepler,2014,Kepler
Kepler-336 c,Kepler-336,290.2376224,41.3313637,13.677,12.488,12.144,5867.0,4.264,0.337,4.9,1.62,-1.96,9.600001,2.1,4.243,Kepler,2014,Kepler
LHS 475 b,LHS 475,290.2379403,-82.5597883,13.0,8.555,7.686,3300.0,5.0,,,,,2.029088,0.991,0.725,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
Kepler-574 b,Kepler-574,290.2470519,52.1491051,14.671,13.326,12.921,5612.0,4.5,-0.01,4.17,4.68,-2.53,7.65880414,2.39,3.0576,Kepler,2016,Kepler
Kepler-1013 b,Kepler-1013,290.2481023,44.4352935,14.563,12.881,12.289,4954.0,4.59,0.04,4.27,6.0,-2.5,18.93054959,2.15,3.344,Kepler,2016,Kepler
Kepler-722 c,Kepler-722,290.2632874,44.5564051,15.489,14.261,13.841,5863.0,4.41,0.02,4.37,2.75,-2.52,105.144749,2.82,7.239,Kepler,2016,Kepler
Kepler-722 b,Kepler-722,290.2632874,44.5564051,15.489,14.261,13.841,5863.0,4.41,0.02,4.37,2.75,-2.52,4.093573252,2.63,2.2856,Kepler,2016,Kepler
Kepler-1809 b,Kepler-1809,290.2651662,40.5484937,14.271,12.662,12.16,4901.0,4.618,0.04,1.55,3.02,-1.04,3.7572999,1.513,0.9205,Kepler,2021,Kepler
K2-130 b,K2-130,290.2705419,-19.6908744,12.676,10.562,9.858,4356.47,4.62,-0.24,,,,2.49412,1.25,1.704,K2,2017,K2
Kepler-1205 b,Kepler-1205,290.2796734,41.5150499,15.316,13.87,13.262,5226.0,4.56,-0.04,4.9,6.14,-3.01,1.078390352,1.41,1.2297,Kepler,2016,Kepler
Kepler-934 b,Kepler-934,290.2884494,43.7552623,15.238,13.549,12.97,5001.0,4.59,0.01,4.47,6.15,-2.66,55.6738309,2.09,3.805,Kepler,2016,Kepler
Kepler-1749 b,Kepler-1749,290.2945805,45.5645196,14.95,12.663,11.809,3957.0,4.693,-0.16,3.72,0.64,-0.64,14.53409958,1.61301783,3.3094,Kepler,2021,Kepler
Kepler-156 c,Kepler-156,290.2964214,37.7494271,14.339,12.735,12.155,5094.0,4.552,0.2535,3.39,3.37,-2.41,15.906801,2.55,3.984,Kepler,2014,Kepler
Kepler-156 b,Kepler-156,290.2964214,37.7494271,14.339,12.735,12.155,5094.0,4.552,0.2535,3.39,3.37,-2.41,4.973456,2.3,1.579,Kepler,2014,Kepler
Kepler-645 b,Kepler-645,290.3227098,44.0358625,13.944,12.924,12.589,6170.0,4.33,-0.01,2.95,1.47,-1.22,3.275822621,2.1,2.9721,Kepler,2016,Kepler
Kepler-1670 b,Kepler-1670,290.3264599,43.121755,15.743,14.365,14.019,5838.0,4.0962,-0.08,0.3,1.3,-1.3,20.4998,3.3564801,6.501,Kepler,2020,Kepler
Kepler-643 b,Kepler-643,290.3272423,42.8982283,13.988,12.212,11.583,4908.0,3.64,0.13,12.02,1.8,-2.3,16.33889626,10.16,9.3575,Kepler,2016,Kepler
Kepler-1777 b,Kepler-1777,290.3286455,37.7231188,14.112,12.911,12.528,5771.0,4.374,0.06,0.46,1.24,-0.21,12.18420029,2.13189678,2.4468,Kepler,2021,Kepler
Kepler-1727 b,Kepler-1727,290.3336142,38.7282722,15.751,13.931,13.429,5349.0,4.526,-0.12,9.7,3.8,-3.8,9.029299736,3.17321625,3.1323,Kepler,2021,Kepler
Kepler-1166 b,Kepler-1166,290.3484956,50.9028387,14.65,13.223,12.737,5446.0,4.53,-0.02,4.9,6.66,-3.13,33.2406882,1.69,4.982,Kepler,2016,Kepler
Kepler-425 b,Kepler-425,290.3579781,40.5676965,14.845,13.376,12.806,5170.0,4.535,0.24,5.0,4.0,-4.0,3.79701816,10.962,2.353,Kepler,2014,Kepler
Kepler-498 b,Kepler-498,290.3581592,44.5187225,14.349,13.18,12.755,5744.0,4.47,-0.04,3.89,3.61,-2.2,9.61375356,3.03,4.7305,Kepler,2016,Kepler
Kepler-1318 b,Kepler-1318,290.3763246,41.1507928,15.531,13.514,12.767,4598.0,4.62,-0.01,4.57,5.85,-2.61,213.257663,3.11,7.775,Kepler,2016,Kepler
Kepler-138 b,Kepler-138,290.3814122,43.2930645,13.04,10.293,9.506,3841.0,4.71,-0.18,2.21,0.67,-0.67,10.3134,0.64,1.92,Kepler,2014,Kepler
Kepler-138 c,Kepler-138,290.3814122,43.2930645,13.04,10.293,9.506,3841.0,4.71,-0.18,2.21,0.67,-0.67,13.7815,1.51,2.263,Kepler,2014,Kepler
Kepler-138 d,Kepler-138,290.3814122,43.2930645,13.04,10.293,9.506,3841.0,4.71,-0.18,2.21,0.67,-0.67,23.0923,1.51,1.7012,Kepler,2014,Kepler
Kepler-109 b,Kepler-109,290.3926795,40.2849074,12.398,11.314,11.001,5950.0,4.21,-0.02,6.2,2.7,-2.2,6.4816307,2.49,3.649,Kepler,2014,Kepler
Kepler-109 c,Kepler-109,290.3926795,40.2849074,12.398,11.314,11.001,5950.0,4.21,-0.02,6.2,2.7,-2.2,21.22265,2.65,6.4913,Kepler,2014,Kepler
Kepler-716 c,Kepler-716,290.3931809,43.3638577,15.314,13.67,13.135,5012.0,4.61612,-0.06,2.75,4.33,-2.14,3.96999,1.39281536,1.1857,Kepler,2020,Kepler
Kepler-716 b,Kepler-716,290.3931809,43.3638577,15.314,13.67,13.135,5099.0,4.58,0.0,4.57,5.9,-2.79,10.37168453,2.9,3.0479,Kepler,2016,Kepler
Kepler-1665 b,Kepler-1665,290.39624,41.0399229,13.737,12.113,11.571,5049.84,4.58166,-0.013,13.9,3.2,-3.2,11.9548,2.83910787,2.1433,Kepler,2020,Kepler
Kepler-1663 b,Kepler-1663,290.4015156,48.8227234,16.069,13.418,12.552,3844.0,4.62724,0.06,0.0,2.3,-2.3,17.6046,3.30395896,3.716,Kepler,2020,Kepler
Kepler-914 b,Kepler-914,290.4120774,44.8993227,13.667,12.482,12.131,5877.0,4.36,0.22,3.98,1.57,-2.01,4.40966548,1.38,2.1066,Kepler,2016,Kepler
Kepler-24 d,Kepler-24,290.4132621,38.3437283,15.04,13.763,13.372,5897.0,4.2,-0.0708,3.02,1.55,-1.47,4.244384,1.67,2.945,Kepler,2014,Kepler
Kepler-24 b,Kepler-24,290.4132621,38.3437283,15.04,13.763,13.372,6028.0,4.33,-0.0708,3.02,1.55,-1.47,8.14,2.348,4.776,Kepler,2011,Kepler
Kepler-24 c,Kepler-24,290.4132621,38.3437283,15.04,13.763,13.372,6028.0,4.33,-0.0708,3.02,1.55,-1.47,12.33,2.514,6.487,Kepler,2011,Kepler
Kepler-24 e,Kepler-24,290.4132621,38.3437283,15.04,13.763,13.372,5897.0,4.2,-0.0708,3.02,1.55,-1.47,18.998355,2.78,2.963,Kepler,2014,Kepler
Kepler-19 b,Kepler-19,290.4209694,37.8516556,12.035,10.719,10.318,5541.0,4.55,-0.13,1.9,1.7,-1.7,9.28699,2.209,3.3652,Kepler,2011,Kepler
Kepler-1152 b,Kepler-1152,290.4341483,44.1077802,15.31,12.495,11.683,3964.0,4.73,-0.25,3.47,5.26,-1.86,1.646801908,0.87,1.2561,Kepler,2016,Kepler
Kepler-570 b,Kepler-570,290.4376111,48.7918597,14.451,13.07,12.605,5496.0,4.5,0.06,5.01,6.18,-3.22,4.301662003,2.45,2.0699,Kepler,2016,Kepler
Kepler-1928 b,Kepler-1928,290.4406294,38.5235721,12.679,11.456,11.107,5720.0,4.533,0.12,0.105,0.01,-0.01,19.57783,1.992,2.3,Kepler,2021,Kepler
Kepler-53 b,Kepler-53,290.4617926,40.5624966,15.367,14.252,13.807,5858.0,4.53,0.0,0.3,1.9,-1.9,18.6489525,2.89,4.4815,Kepler,2012,Kepler
Kepler-53 c,Kepler-53,290.4617926,40.5624966,15.367,14.252,13.807,5858.0,4.53,0.0,0.3,1.9,-1.9,38.5583038,3.17,5.0162,Kepler,2012,Kepler
Kepler-53 d,Kepler-53,290.4617926,40.5624966,15.367,14.252,13.807,6085.0,4.498,0.0,0.3,1.9,-1.9,9.751962,2.12,4.19,Kepler,2014,Kepler
Kepler-662 b,Kepler-662,290.4650801,47.9291252,15.598,13.81,13.201,4897.0,4.6,-0.03,3.63,6.3,-2.03,21.67697486,2.18,3.1263,Kepler,2016,Kepler
Kepler-646 b,Kepler-646,290.4714596,44.3870422,14.026,12.525,12.089,5634.0,4.49,-0.07,4.57,4.74,-2.78,15.87364565,1.99,3.6124,Kepler,2016,Kepler
Kepler-1172 b,Kepler-1172,290.4744875,37.7665499,16.083,14.625,14.14,5558.0,4.51,-0.04,4.37,5.38,-2.68,26.0204423,3.2,4.84,Kepler,2016,Kepler
Kepler-824 b,Kepler-824,290.477406,39.7319975,15.051,13.792,13.447,6035.0,4.32,0.14,3.31,1.31,-1.51,4.51436633,1.87,2.956,Kepler,2016,Kepler
Kepler-833 b,Kepler-833,290.4799052,45.6005798,15.755,13.629,12.885,4339.0,4.67,-0.18,3.72,5.26,-2.1,18.7546998,2.02,3.0681,Kepler,2016,Kepler
Kepler-1055 b,Kepler-1055,290.4867838,44.932541,13.194,11.956,11.569,5723.0,4.49,-0.02,3.09,2.2,-1.44,2.295036233,1.23,1.6459,Kepler,2016,Kepler
Kepler-1762 b,Kepler-1762,290.4931471,39.7855117,15.239,14.15,13.874,6572.0,4.365,0.07,0.28,0.91,-0.91,29.53910065,2.76022913,4.139,Kepler,2021,Kepler
Kepler-515 b,Kepler-515,290.493913,52.055611,12.913,11.295,10.885,5293.0,4.55,0.08,3.39,3.43,-1.77,19.96371318,1.46,2.4825,Kepler,2016,Kepler
Kepler-135 b,Kepler-135,290.4950939,38.7954956,12.794,11.722,11.456,6090.0,4.271,-0.105,2.62,0.72,-0.72,6.00253,1.81,3.952,Kepler,2014,Kepler
Kepler-135 c,Kepler-135,290.4950939,38.7954956,12.794,11.722,11.456,6090.0,4.271,-0.105,2.62,0.72,-0.72,11.448708,1.16,5.047,Kepler,2014,Kepler
Kepler-1951 b,Kepler-1951,290.4999139,40.2877161,14.367,12.889,12.389,5468.0,4.171,0.14,,,,20.65780067,2.32107188,8.232,Kepler,2021,Kepler
Kepler-761 b,Kepler-761,290.503599,44.1436249,14.993,13.563,13.202,5706.0,4.48,-0.09,4.07,4.17,-2.39,10.12804789,2.03,3.3632,Kepler,2016,Kepler
Kepler-1410 b,Kepler-1410,290.5102933,38.743501,16.319,13.586,12.767,4092.0,4.67,0.01,4.07,6.04,-2.35,60.866168,1.78,4.42,Kepler,2016,Kepler
Kepler-265 b,Kepler-265,290.5104788,41.244743,15.47,14.252,13.897,5835.0,4.326,-0.11,0.28,0.96,-0.96,6.846262,1.86,3.59,Kepler,2014,Kepler
Kepler-265 d,Kepler-265,290.5104788,41.244743,15.47,14.252,13.897,5835.0,4.326,-0.11,0.28,0.96,-0.96,43.130617,2.49,3.066,Kepler,2014,Kepler
Kepler-265 e,Kepler-265,290.5104788,41.244743,15.47,14.252,13.897,5835.0,4.326,-0.11,0.28,0.96,-0.96,67.831024,2.59,7.066,Kepler,2014,Kepler
Kepler-265 c,Kepler-265,290.5104788,41.244743,15.47,14.252,13.897,5835.0,4.326,-0.11,0.28,0.96,-0.96,17.028937,2.63,4.732,Kepler,2014,Kepler
Kepler-161 b,Kepler-161,290.5164698,43.0838642,14.406,12.767,12.246,5078.0,4.553,0.24,0.91,1.18,-0.55,4.921355,2.12,1.873,Kepler,2014,Kepler
Kepler-161 c,Kepler-161,290.5164698,43.0838642,14.406,12.767,12.246,5078.0,4.553,0.24,0.91,1.18,-0.55,7.06424,2.05,1.351,Kepler,2014,Kepler
Kepler-1063 b,Kepler-1063,290.5267975,38.1428283,13.029,11.159,10.793,5945.0,4.37,0.09,3.39,2.2,-1.68,14.07971466,1.49,1.3354,Kepler,2016,Kepler
Kepler-556 b,Kepler-556,290.5294799,38.9427306,14.316,13.039,12.668,5740.0,4.46,0.03,4.17,2.77,-2.22,11.72292176,2.24,4.175,Kepler,2016,Kepler
Kepler-1141 b,Kepler-1141,290.5436836,47.7259073,12.403,11.338,10.966,5791.0,4.38,0.04,6.17,1.89,-3.22,2.344511944,0.82,1.398,Kepler,2016,Kepler
Kepler-975 c,Kepler-975,290.54851,38.4952415,14.633,12.807,12.19,4883.0,3.972,0.56,13.9,3.3,-3.3,5.05821338,10.69,1.132,Kepler,2023,Kepler
Kepler-975 b,Kepler-975,290.54851,38.4952415,14.633,12.807,12.19,4897.0,4.59,0.07,3.89,6.23,-2.2,1.970342457,1.48,1.7381,Kepler,2016,Kepler
Kepler-1743 b,Kepler-1743,290.5523552,48.1262575,12.062,10.894,10.562,5855.0,4.125,0.4,3.72,1.41,-0.33,7.649710178,1.59887007,6.625,Kepler,2021,Kepler
Kepler-1525 b,Kepler-1525,290.5594479,49.9428629,12.797,11.572,11.193,5748.0,4.44,0.27,2.82,1.78,-1.32,2.416601183,0.91,1.9656,Kepler,2016,Kepler
Kepler-545 b,Kepler-545,290.5663221,40.6920756,14.205,13.074,12.708,5882.0,4.39,0.03,4.47,1.92,-2.27,13.24934059,2.69,4.4634,Kepler,2016,Kepler
Kepler-1330 b,Kepler-1330,290.5767116,39.9568913,15.076,13.757,13.302,5608.0,4.48,0.08,4.9,4.9,-3.15,10.10769068,1.65,3.657,Kepler,2016,Kepler
Kepler-428 b,Kepler-428,290.5817432,40.5773106,15.362,13.767,13.234,5150.0,4.571,0.09,5.0,4.0,-4.0,3.52563254,12.11,2.614,Kepler,2014,Kepler
Kepler-1564 b,Kepler-1564,290.5861316,46.6427486,15.124,13.711,13.283,5528.0,4.5,0.03,4.57,5.76,-2.84,18.0540381,1.47,4.409,Kepler,2016,Kepler
Kepler-897 b,Kepler-897,290.5867992,51.6957731,15.177,13.89,13.466,5839.0,4.41,0.04,4.37,2.96,-2.52,8.0472642,2.39,4.5,Kepler,2016,Kepler
Kepler-1486 b,Kepler-1486,290.5903907,45.4396955,15.317,14.198,13.896,5965.0,4.38,0.06,3.55,2.09,-1.83,54.6495759,2.32,8.405,Kepler,2016,Kepler
Kepler-915 b,Kepler-915,290.5921293,45.7372184,13.314,12.346,12.041,6173.0,4.24,0.08,3.39,0.6,-1.04,4.59489604,1.5,2.853,Kepler,2016,Kepler
Kepler-1054 b,Kepler-1054,290.6011085,44.5563604,14.143,13.007,12.693,6209.0,4.26,0.09,2.82,0.888,-1.07,4.30655689,2.63,4.0697,Kepler,2016,Kepler
Kepler-756 b,Kepler-756,290.6079736,41.201094,15.986,14.128,13.535,5282.0,4.57,-0.19,4.47,6.32,-2.83,1.224866322,1.12,1.7027,Kepler,2016,Kepler
Kepler-1977 b,Kepler-1977,290.6178587,37.2891002,16.047,14.058,13.358,4805.0,4.633,-0.06,1.3,3.8,-3.8,4.53702121,1.66,1.813,Kepler,2023,Kepler
