pl_name,hostname,ra,dec,sy_vmag,sy_jmag,sy_kmag,st_teff,st_logg,st_met,st_age,st_ageerr1,st_ageerr2,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
TOI-837 b,TOI-837,157.0372806,-64.5052107,10.635,9.392,8.933,5995.0,4.453,0.01,0.035,0.007,-0.004,8.3249113,9.16894621,1.983,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
KELT-4 A b,KELT-4 A,157.06262,25.5731366,9.98,9.017,8.689,6206.0,4.108,-0.116,4.44,0.78,-0.89,2.9895932,19.044091,3.46272,KELT,2016,KELT
TOI-1260 d,TOI-1260,157.1440712,65.8541986,11.922,9.698,8.95,4227.0,4.57,-0.1,6.7,5.1,-5.2,16.608164,3.12,3.19,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1260 c,TOI-1260,157.1440712,65.8541986,11.922,9.698,8.95,4227.0,4.57,-0.1,6.7,5.1,-5.2,7.493134,2.76,1.97,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-1260 b,TOI-1260,157.1440712,65.8541986,11.922,9.698,8.95,4227.0,4.57,-0.1,6.7,5.1,-5.2,3.127463,2.41,2.06,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
Qatar-8 b,Qatar-8,157.4123405,70.5270835,11.71,10.296,9.937,5738.0,4.214,0.025,8.3,2.1,-2.1,3.71495,14.403565,4.0272,Qatar,2019,Other
K2-324 b,K2-324,157.6222171,6.8636732,15.223,12.092,11.237,3752.0,4.743,,,,,3.262,2.43,,K2,2020,K2
K2-266 d,K2-266,157.9356855,0.9372782,11.625,9.611,8.897,4285.0,4.581,-0.12,,,,14.697,2.93,3.408,K2,2018,K2
K2-266 b,K2-266,157.9356855,0.9372782,11.625,9.611,8.897,4285.0,4.581,-0.12,,,,0.658524,3.3,0.33336,K2,2018,K2
K2-266 c,K2-266,157.9356855,0.9372782,11.625,9.611,8.897,4285.0,4.581,-0.12,,,,7.814,0.705,2.256,K2,2018,K2
K2-266 e,K2-266,157.9356855,0.9372782,11.625,9.611,8.897,4285.0,4.581,-0.12,,,,19.482,2.73,3.6648,K2,2018,K2
WASP-66 b,WASP-66,158.2250301,-34.9899074,11.605,10.719,10.452,6600.0,4.3,-0.31,3.7,0.7,-1.2,4.08605,15.6926,4.5024,SuperWASP,2012,WASP
TOI-669 b,TOI-669,158.9007013,-5.1813735,10.606,9.557,9.134,5597.0,4.412,0.001,7.9,2.3,-2.2,3.945152,2.58606487,2.8712193,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-784 b,HD 307842,159.3412205,-63.6556923,9.412,8.071,7.64,5558.0,4.48,-0.13,,,,2.7970365,1.93,2.185,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
EPIC 248847494 b,EPIC 248847494,159.3890808,11.8427484,12.353,10.765,10.148,4898.0,3.52,-0.23,,,,3650.0,12.44199,53.6,K2,2018,K2
TOI-733 b,TOI-733,159.4093183,-40.888259,9.44,8.22,7.845,5585.0,4.47,-0.04,4.4,1.5,-3.1,4.884765,1.992,2.61,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-323 b,K2-323,159.4209874,6.2858689,14.935,11.648,10.789,3710.0,4.63,,,,,24.93,2.1,,K2,2020,K2
OGLE-TR-211 b,OGLE-TR-211,160.0598236,-62.4555353,15.364,13.767,13.379,6325.0,4.22,0.11,2.6,0.6,-0.7,3.67724,15.244,4.4112,OGLE,2007,Other
TOI-663 c,TOI-663,160.0658525,-8.5110827,13.667,10.448,9.607,3681.0,4.7266,0.07,,,,4.6955507,2.26,2.1638721,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-663 d,TOI-663,160.0658525,-8.5110827,13.667,10.448,9.607,3681.0,4.7266,0.07,,,,7.1027268,1.92,2.7542652,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-663 b,TOI-663,160.0658525,-8.5110827,13.667,10.448,9.607,3681.0,4.7266,0.07,,,,2.598902,2.27,1.6635706,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-404 b,K2-404,160.3249517,12.1911149,14.622,11.581,10.75,3748.0,4.695,0.005,,,,13.115365,2.53,2.7,K2,2022,K2
WASP-127 b,WASP-127,160.5587646,-3.8349989,10.148,9.092,8.641,5620.0,4.18,-0.193,11.41,1.8,-1.8,4.17806203,14.694999,4.35288,SuperWASP,2016,WASP
K2-239 d,K2-239,160.5941265,4.4413751,14.632,10.781,9.971,3420.0,4.9,-0.1,,,,10.115,1.1,1.8384,K2,2018,K2
K2-239 c,K2-239,160.5941265,4.4413751,14.632,10.781,9.971,3420.0,4.9,-0.1,,,,7.775,1.0,1.248,K2,2018,K2
K2-239 b,K2-239,160.5941265,4.4413751,14.632,10.781,9.971,3420.0,4.9,-0.1,,,,5.24,1.1,1.4664,K2,2018,K2
WASP-104 b,WASP-104,160.6023689,7.4350768,11.779,10.36,9.882,5475.0,4.503,0.32,3.0,2.0,-2.0,1.7554137,12.745,1.76208,SuperWASP,2014,WASP
WASP-197 b,WASP-197,160.6307133,28.1986255,11.565,10.316,10.017,6050.0,3.9,0.0,2.6,1.5,-1.5,5.167228,14.44837612,5.9764524,SuperWASP,2025,WASP
Qatar-9 b,Qatar-9,160.748095,60.9641194,14.023,11.835,11.104,4309.0,4.61,0.252,7.5,4.5,-4.5,1.540731,11.309881,1.8672,Qatar,2019,Other
TOI-2524 b,TOI-2524,160.8868435,-1.9126984,12.8,11.557,11.198,5831.0,4.344,0.06,6.7,1.7,-1.6,7.18585,11.2089807,4.2542613,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-402 b,K2-402,161.451913,6.419318,13.032,11.746,11.377,5716.0,4.197,-0.378,,,,17.27474,2.678,5.2,K2,2022,K2
KELT-11 b,KELT-11,161.7069053,-9.3993646,8.04,6.616,6.122,5375.0,3.7,0.17,,,,4.73620865,15.13212395,7.1,KELT-South,2017,KELT
K2-398 c,K2-398,161.7349738,1.9367044,13.287,12.034,11.717,5946.0,4.227,-0.257,,,,18.787839,5.098,4.7,K2,2022,K2
K2-398 b,K2-398,161.7349738,1.9367044,13.287,12.034,11.717,5946.0,4.227,-0.257,,,,6.393025,2.274,3.7,K2,2022,K2
TOI-5398 c,TOI-5398,161.8795569,36.3294345,10.059,9.026,8.713,6000.0,4.44,0.09,0.65,0.15,-0.15,4.77271,3.52,3.127,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-5398 b,TOI-5398,161.8795569,36.3294345,10.059,9.026,8.713,6000.0,4.44,0.09,0.65,0.15,-0.15,10.590547,10.3,4.258,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
KELT-24 b,KELT-24,161.9090273,71.655727,8.34,7.408,7.154,6426.0,4.287,0.138,1.98,0.95,-0.79,5.55149296,12.71098411,4.3032,KELT-North,2019,KELT
OGLE-TR-132 b,OGLE-TR-132,162.6440933,-61.9572476,16.536,15.252,14.99,6210.0,4.313,0.37,1.2,1.5,-1.1,1.689868,13.45,2.27424,OGLE,2004,Other
HD 93963 A b,HD 93963 A,162.7766969,25.641065,9.182,8.108,7.776,5908.0,4.445,0.11,1.3,1.2,-0.8,1.0376109,1.46954368,1.8155952,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HD 93963 A c,HD 93963 A,162.7766969,25.641065,9.182,8.108,7.776,5908.0,4.445,0.11,1.3,1.2,-0.8,3.6451389,3.11976057,2.3643117,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-261 b,K2-261,163.0323119,0.493167,10.612,9.337,8.89,5490.0,4.04,0.372,8.8,1.7,-1.2,11.6334681,9.26982704,5.1288,K2,2018,K2
OGLE-TR-113 b,OGLE-TR-113,163.1010355,-61.4468591,15.8485,,,4790.0,4.552,0.09,13.2,0.8,-2.4,1.4324752,12.251,2.0718518,OGLE,2004,Other
K2-320 b,K2-320,163.2519122,5.3064776,17.81,13.411,12.508,3157.0,4.55,,,,,1.995,2.62,,K2,2020,K2
OGLE-TR-111 b,OGLE-TR-111,163.324115,-61.4056976,16.707,14.699,14.112,5040.0,4.536,0.19,8.8,5.2,-6.6,4.0144463,11.421971,2.6797,OGLE,2004,Other
TOI-2981 b,TOI-2981,163.487394,-25.5245988,13.361,12.095,11.78,5940.0,4.28,-0.11,4.5,2.9,-2.9,3.601501,13.4,3.07,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-2986 b,TOI-2986,163.7715605,-6.4784524,12.633,11.518,11.187,5906.0,4.165,0.095,6.3,2.0,-1.7,3.2783662,9.292245,3.958,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
WASP-183 b,WASP-183,163.7888521,-0.7370663,13.081,11.639,11.207,5313.0,4.452,-0.31,14.9,1.7,-1.7,4.1117771,16.47723,2.016,SuperWASP,2019,WASP
TOI-2005 b,TOI-2005,164.031654,-43.3766967,9.867,9.099,8.905,7130.0,3.946,0.0,1.6,0.1,-0.1,17.305904,11.99360935,2.249,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-771 b,TOI-771,164.1138903,-72.9851736,14.888,10.507,9.664,3370.0,4.8,-0.13,6.7,4.9,-4.8,2.3260155,1.36,0.96,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-403 b,K2-403,164.1893864,9.6739464,12.305,10.977,10.581,5511.0,4.439,-0.162,,,,33.589979,5.333,6.385,K2,2022,K2
TOI-2992 b,TOI-2992,164.3165643,-32.3224375,12.603,11.356,11.027,6000.0,4.139,0.084,4.6,2.5,-1.4,3.007812,13.75341932,3.84,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
WASP-193 b,WASP-193,164.3491401,-29.9971229,11.972,10.952,10.745,6080.0,4.28,-0.108,6.8,3.1,-2.4,6.2463475,14.78464554,4.2559,WASP-South,2023,WASP
K2-405 b,K2-405,164.3759959,12.535614,12.816,11.096,10.547,4927.0,4.685,0.132,,,,3.435471,4.569,2.11,K2,2022,K2
TOI-674 b,TOI-674,164.5865592,-36.8581092,14.203,10.359,9.469,3514.0,4.81,0.17,,,,1.977143,5.25,1.1104153,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-654.01,TOI-654,164.7245509,-5.5475446,14.54,10.744,9.918,3521.0,4.793,0.12,,,,1.527561,2.378,1.2,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1776 b,TOI-1776,164.7772913,40.9837182,8.26,7.029,6.687,5785.0,4.457,-0.193,5.1,2.2,-2.0,2.799868,1.21612741,1.9316857,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HD 95338 b,HD 95338,164.8563364,-56.6235564,8.62,7.099,6.591,5097.0,4.44,0.08,9.5,4.3,-5.7,55.082694,4.27174254,5.587,Las Campanas Observatory,2020,Other
TOI-4377 b,TOI-4377,164.9324709,-82.2213501,11.707,9.809,9.148,4974.0,3.39,0.205,3.88,0.82,-0.54,4.378081,15.10970598,8.4203321,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
KPS-1 b,KPS-1,165.167198,64.9638452,12.97,11.41,10.931,5165.0,4.47,0.22,,,,1.706291,11.54527,1.68,Acton Sky Portal Observatory,2018,Other
TOI-3023 b,TOI-3023,165.3158231,-72.3567044,12.252,10.68,10.243,5760.0,4.048,0.085,7.0,1.7,-2.2,3.9014971,16.43236571,4.961,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-5143 c,TOI-5143,165.3651202,5.1394812,11.935,10.474,9.98,5183.0,4.514,0.107,7.4,4.4,-4.2,5.2097118,16.25302201,1.6975678,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
WASP-34 b,WASP-34,165.3993679,-23.8609457,10.285,9.172,8.792,5700.0,4.5,-0.02,7.8,2.7,-3.6,4.31768,11.209,2.1024,SuperWASP,2010,WASP
LP 791-18 d,LP 791-18,165.6904843,-16.4064445,16.91,11.559,10.644,2960.0,5.115,-0.09,0.5,,,2.753436,1.032,0.9152,Spitzer Space Telescope,2023,Other
LP 791-18 c,LP 791-18,165.6904843,-16.4064445,16.91,11.559,10.644,2960.0,5.115,-0.09,0.5,,,4.9899093,2.438,1.167,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
LP 791-18 b,LP 791-18,165.6904843,-16.4064445,16.91,11.559,10.644,2960.0,5.115,-0.09,0.5,,,0.9479981,1.212,0.6195,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
TOI-762 A b,TOI-762 A,166.0747423,-47.8214964,16.0,11.999,11.084,3266.0,4.827,0.357,9.3,5.5,-5.5,3.4716826,8.33948164,1.389,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1806.01,TOI-1806,166.1181474,30.4585763,15.193,10.929,10.016,3272.0,4.82521,,,,,15.1454693,3.4095367,2.5830151,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-5108 b,TOI-5108,166.2695041,11.2464069,9.75,8.612001,8.3,5808.0,4.26,0.2,5.8,1.0,-0.8,6.753581,6.6,2.2,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
WASP-175 b,WASP-175,166.3187996,-34.1227453,12.959,11.765,11.471,6229.0,4.359,0.15,1.745,0.995,-0.995,3.0652907,13.540472,2.676,WASP-South,2019,WASP
WASP-106 b,WASP-106,166.4296276,-5.0794854,11.21,10.472,10.161,6002.0,4.49,-0.02,7.0,2.0,-2.0,9.28969,12.10569916,5.334,SuperWASP,2014,WASP
K2-319 b,K2-319,166.8010058,3.0399357,12.213,10.705,10.223,5440.0,4.512,,,,,26.68,2.79,,K2,2020,K2
TOI-1199 b,TOI-1199,166.8806581,61.3525723,11.093,9.83,9.466,5710.0,4.19,0.44,4.2,0.2,-0.2,3.671463,10.5140239,2.149,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
OGLE2-TR-L9 b,OGLE2-TR-L9,166.9798793,-61.1462496,14.718,13.508,13.117,6933.0,4.25,-0.05,1.0,0.7,-0.7,2.4855335,18.046,3.0016362,OGLE,2008,Other
K2-7 b,K2-7,167.0937488,-1.065855,13.453,11.952,11.564,5700.0,4.092,0.049,8.6,2.5,-3.1,28.6781,4.03523305,7.5816,K2,2015,K2
TOI-1799 b,TOI-1799,167.2329152,34.3030149,8.98,7.73,7.381,5690.0,4.45,-0.064,5.1,2.2,-2.0,7.094570865,1.642,2.5704,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
OGLE-TR-182 b,OGLE-TR-182,167.3279228,-61.0952624,16.9195,15.453,14.737,5924.0,4.47,0.37,4.3,0.5,-1.9,3.9791,12.666,,OGLE,2007,Other
TOI-1194 b,TOI-1194,167.8214811,69.9647749,11.302,9.791,9.34,5394.0,4.463,0.348,4.9,2.3,-2.1,2.3106446,8.71664516,1.6276453,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-672 b,TOI-672,167.9908627,-39.3281151,13.576,10.36,9.507,3765.0,4.699,-0.71,,,,3.633575,5.2604,1.8069693,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-1203 b,TOI-1203,168.2267358,-34.4069371,8.59,7.411,6.997,5737.0,4.34,-0.39,12.5,1.3,-2.4,4.1572888,1.52,1.911,La Silla Observatory,2025,Other
TOI-1203 d,TOI-1203,168.2267358,-34.4069371,8.59,7.411,6.997,5737.0,4.34,-0.39,12.5,1.3,-2.4,25.502672,2.918,6.153,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
WASP-162 b,WASP-162,168.2929079,-17.6577794,12.213,10.89,10.466,5300.0,4.33,0.28,12.97,2.35,-2.35,9.62468,11.209,4.2576,SuperWASP-South,2018,WASP
NGTS-24 b,NGTS-24,168.5638892,-37.9101328,13.214,11.879,11.51,5820.0,4.09,0.27,4.77,3.56,-0.91,3.4678796,13.60770257,2.929,Next-Generation Transit Survey (NGTS),2022,NGTS
K2-47 b,K2-47,168.5825696,2.7805614,14.065,12.295,11.735,5054.0,4.544,-0.224,,,,31.6372,1.89,4.0,K2,2016,K2
HD 97658 b,HD 97658,168.6376584,25.7105962,7.76,6.203,5.734,5212.0,4.64,-0.23,3.9,2.6,-2.03,9.4897116,2.12,2.8488,W. M. Keck Observatory,2010,Other
EPIC 201497682 b,EPIC 201497682,168.9366786,0.4880606,13.948,12.086,11.438,4991.0,4.63444,-0.0892,,,,2.13174,0.692,,K2,2019,K2
K2-11 b,K2-11,169.0418328,1.9866832,13.409,11.865,11.347,5433.0,4.56,-0.12,,,,39.93767,7.55,5.808,K2,2015,K2
K2-43 b,K2-43,169.117028,-3.9754405,15.748,12.422,11.577,3840.6,4.68275,,,,,3.471149,4.51,2.0448,K2,2016,K2
K2-43 c,K2-43,169.117028,-3.9754405,15.748,12.422,11.577,3840.6,4.68275,,,,,2.198884,2.42,1.44,K2,2019,K2
K2-5 c,K2-5,169.3034598,-1.8778254,14.974,12.449,11.595,3930.0,4.71,-0.33,,,,10.93241,2.26,3.498,K2,2015,K2
K2-5 b,K2-5,169.3034598,-1.8778254,14.974,12.449,11.595,3930.0,4.71,-0.33,,,,5.73594,1.91,2.654,K2,2015,K2
WASP-31 b,WASP-31,169.4388603,-19.0547781,11.658,10.912,10.65,6302.0,4.308,-0.2,1.0,3.0,-0.5,3.4059096,17.363,2.6472,SuperWASP,2010,WASP
K2-36 b,K2-36,169.4490102,3.8665038,11.726,10.034,9.454001,4916.0,4.621,-0.047,1.4,0.4,-0.5,1.422614,1.43,1.1232,K2,2016,K2
K2-36 c,K2-36,169.4490102,3.8665038,11.726,10.034,9.454001,4916.0,4.621,-0.047,1.4,0.4,-0.5,5.340888,3.2,1.153,K2,2016,K2
K2-22 b,K2-22,169.4827046,2.6190363,15.565,12.726,11.924,3879.0,4.7,0.032,,,,0.381073,2.3,0.5856,K2,2015,K2
K2-50 b,K2-50,169.483654,5.988289,14.705,12.41,11.664,4326.0,4.742,-0.1132,,,,8.7529,1.59,2.68,K2,2016,K2
EPIC 201833600 c,K2-50,169.483654,5.988289,14.705,12.41,11.664,4326.0,4.742,-0.1132,,,,3.96151,1.0,2.16,K2,2019,K2
K2-45 b,K2-45,169.6327547,-1.7740582,15.746,13.536,12.756,4103.0,4.824,,,,,1.7292684,6.71,1.689,K2,2016,K2
K2-8 b,K2-8,169.7935178,-0.2844389,14.801,12.829,12.245,4870.0,4.52,-0.02,,,,10.35239,3.58,3.362,K2,2015,K2
K2-8 c,K2-8,169.7935178,-0.2844389,14.801,12.829,12.245,4870.0,4.52,-0.02,,,,5.06416,2.41,2.08,K2,2016,K2
TOI-5704 b,TOI-5704,169.8248694,44.9890782,11.529,9.718,9.021,4590.0,4.543,0.428,,,,3.771116,3.2274,2.3375061,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-35 b,K2-35,170.1031027,1.2858679,14.166,12.144,11.423,4402.71,4.697,0.04,,,,2.399964,1.32,1.992,K2,2016,K2
K2-35 c,K2-35,170.1031027,1.2858679,14.166,12.144,11.423,4402.71,4.697,0.04,,,,5.608352,1.93,1.7976,K2,2016,K2
EPIC 201170410.02,EPIC 201170410,170.1408561,-4.8070039,17.6984,13.464,12.619,3648.0,4.999,-0.048,,,,6.7987,1.047,,K2,2020,K2
K2-13 b,K2-13,170.1554763,2.5027534,12.882,11.571,11.169,5698.0,4.33,-0.54,,,,39.91488,1.89,6.34,K2,2015,K2
TOI-5720 b,TOI-5720,170.3135774,25.2732942,13.847,10.123,9.288,3325.0,5.01,0.03,5.0,,,1.4344555,1.09,1.02,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HATS-59 b,HATS-59,170.324325,-22.388177,14.033,12.59,12.238,5670.0,4.422,0.18,4.3,2.3,-2.3,5.416081,12.621334,3.5928,HATSouth,2018,HAT
TOI-3877 b,TOI-3877,170.4544727,33.9913822,12.215,11.313,10.916,5731.0,4.181,0.269,5.9,2.9,-1.7,4.123596,11.67975789,2.784,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
HATS-74 A b,HATS-74 A,171.0147921,-19.5569588,17.26,13.25,12.361,3776.9,4.696,0.514,11.0,5.1,-5.1,1.73185606,11.56766808,1.65336,HATSouth,2021,HAT
TOI-2641 b,TOI-2641,171.1303716,-42.7321394,11.693,10.647,10.325,6100.0,4.2,-0.15,10.8,9.0,-9.0,4.880974,18.10250383,1.68,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-2989 b,TOI-2989,171.2316754,-27.0623619,13.859,11.588,10.861,4672.0,4.58,-0.04,,,,3.122832,12.55405838,2.68,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
HAT-P-21 b,HAT-P-21,171.2749348,41.0280207,11.459,10.503,10.111,5588.0,4.33,0.01,10.2,2.5,-2.5,4.12448,12.44199,3.672,HATNet,2010,HAT
K2-27 b,K2-27,171.5151874,1.2306237,12.689,11.157,10.704,5246.0,4.48,0.12,10.3,3.3,-5.2,6.771347,4.74,2.802,K2,2016,K2
WASP-171 b,WASP-171,171.8450533,-44.0887035,12.612,11.422,11.104,5965.0,4.08,0.04,5.908,1.051,-1.051,3.8186244,10.98482,4.5792,WASP-South,2019,WASP
K2-164 b,K2-164,171.933659,-0.0628488,11.352,10.153,9.775,5791.0,3.81,-0.23,,,,17.355066,3.24925008,9.168,K2,2018,K2
K2-10 b,K2-10,172.1216476,1.6906217,12.429,11.059,10.645,5533.0,4.47,-0.07,,,,19.30553,3.773,3.8064,K2,2015,K2
K2-3 c,K2-3,172.3353708,-1.4551364,12.168,9.421,8.561,3844.0,4.704,-0.157,6.9,4.7,-4.7,24.646729,1.582,3.428,K2,2015,K2
K2-3 d,K2-3,172.3353708,-1.4551364,12.168,9.421,8.561,3844.0,4.704,-0.157,6.9,4.7,-4.7,44.55603,1.458,4.17,K2,2015,K2
K2-3 b,K2-3,172.3353708,-1.4551364,12.168,9.421,8.561,3844.0,4.704,-0.157,6.9,4.7,-4.7,10.0546535,2.078,2.563,K2,2015,K2
K2-18 b,K2-18,172.560141,7.5878315,13.477,9.763,8.899,3457.0,4.7864,0.12,,,,32.939623,2.37,2.682,K2,2015,K2
K2-12 b,K2-12,173.1919022,2.2446794,12.38,10.983,10.605,5672.0,4.3,0.0,8.9,3.0,-3.3,8.28246,2.44,4.18,K2,2015,K2
TOI-3071 b,TOI-3071,173.2790517,-56.5033871,12.383,11.314,11.005,6177.0,4.37,0.35,0.95,0.14,-0.14,1.266938,7.16,1.85,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-6894 b,TOI-6894,173.4691418,12.4510906,,13.169,12.207,3007.0,5.039,0.142,,,,3.37077196,9.5836785,1.422,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
NGTS-30 b,NGTS-30,173.714867,-24.6054801,12.537,10.943,10.501,5455.0,4.3,-0.03,1.1,0.4,-0.4,98.29838,10.40193409,6.13,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
EPIC 201757695.02,EPIC 201757695,173.9385102,4.6164303,14.974,12.856,12.149,4520.0,4.659,-0.003,,,,2.0478,0.90819,,K2,2020,K2
HATS-18 b,HATS-18,173.9574203,-29.1560639,14.188,12.736,12.289,5600.0,4.436,0.28,4.2,2.2,-2.2,0.83784,14.896761,1.944,Multiple Observatories,2016,Other
HATS-22 b,HATS-22,174.0098693,-29.5433642,13.397,11.556,10.942,4803.0,4.644,0.0,,,,4.7228124,10.682177,2.1912,HATSouth,2017,HAT
K2-44 b,K2-44,174.011661,-2.5209338,12.27,11.018,10.693,5912.0,4.101,0.0,,,,5.657,2.433,4.296,K2,2016,K2
TOI-5174 b,TOI-5174,174.1094967,-2.0233506,11.583,10.003,9.6,5643.77,4.35958,0.415,,,,12.214286,5.351,4.8876935,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-46 b,K2-46,174.2662454,-0.90721,12.144,11.046,10.781,6256.0,4.198,-0.32,,,,19.1541,2.05,6.73,K2,2016,K2
K2-4 b,K2-4,174.7455392,-3.9055746,14.855,12.367,11.571,4014.73,4.849,-0.12,,,,10.003417,2.1,2.9232,K2,2015,K2
K2-19 d,K2-19,174.9602543,0.603596,13.024,11.596,11.161,5322.0,4.51,0.06,8.0,,,2.5081,1.11,1.93,K2,2016,K2
K2-19 b,K2-19,174.9602543,0.603596,13.024,11.596,11.161,5322.0,4.51,0.06,8.0,,,7.9222,7.0,3.237,K2,2015,K2
K2-19 c,K2-19,174.9602543,0.603596,13.024,11.596,11.161,5322.0,4.51,0.06,8.0,,,11.8993,4.1,3.823,K2,2015,K2
K2-16 c,K2-16,175.0972238,4.5574311,14.668,12.764,12.087,4742.0,4.51,-0.33,,,,19.07863,2.54,3.859,K2,2015,K2
K2-16 b,K2-16,175.0972238,4.5574311,14.668,12.764,12.087,4742.0,4.51,-0.33,,,,7.6188,2.02,2.487,K2,2015,K2
EPIC 201754305 d,K2-16,175.0972238,4.5574311,14.668,12.764,12.087,4761.0,4.629,-0.33,,,,2.71578,1.03,,K2,2019,K2
EPIC 201841433 b,EPIC 201841433,175.206752,6.1348146,14.983,13.06,12.454,5053.0,4.595,0.0,,,,4.1698,1.04,2.4,K2,2019,K2
HD 101581 c,HIP 56998,175.2563039,-44.4041485,7.77,5.792,5.101,4675.0,4.654,-0.343,6.88,4.27,-4.27,6.20401,0.99,1.76,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
HD 101581 b,HIP 56998,175.2563039,-44.4041485,7.77,5.792,5.101,4675.0,4.654,-0.343,6.88,4.27,-4.27,4.46569,0.956,1.77,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
HATS-1 b,HATS-1,175.5252399,-23.3548451,12.155,10.924,10.58,5870.0,4.4,-0.06,6.0,2.8,-2.8,3.446459,14.594,2.4168,HATSouth,2012,HAT
GJ 436 b,GJ 436,175.5505363,26.7030669,10.67,6.9,6.073,3586.11,4.792,0.0991,6.0,4.0,-5.0,2.64388312,4.17,1.00536,W. M. Keck Observatory,2004,Other
TOI-1801 b,TOI-1801,175.5755995,23.0270335,11.58,8.649,7.805,3863.0,4.78,-0.19,0.7,0.1,-0.1,10.64387,2.079,2.6991119,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-5634 A b,TOI-5634 A,175.6436366,20.9652921,16.854,13.696,12.913,3896.0,4.73,-0.27,7.4,4.5,-4.7,2.2035373,10.42,1.67,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-85 A b,WASP-85 A,175.9080328,6.5637842,10.72,9.275,8.733,6112.0,4.48,0.118,,,,2.6556777,13.89916,2.59584,K2,2016,K2
K2-48 b,K2-48,176.1233077,3.2723812,14.345,12.43,11.838,4899.0,4.603,-0.19,,,,20.5065,2.24,3.01,K2,2016,K2
NGTS-13 b,NGTS-13,176.2402326,-38.1397158,12.744,11.481,11.141,5819.0,4.04,0.25,4.23,2.65,-1.59,4.119027,12.800678,5.2224,Next-Generation Transit Survey (NGTS),2021,NGTS
NGTS-12 b,NGTS-12,176.2499418,-35.640563,12.382,10.992,10.588,5690.0,4.045,-0.03,9.4,1.5,-1.5,7.532806,11.747032,5.85,Next-Generation Transit Survey (NGTS),2020,NGTS
K2-9 b,K2-9,176.263724,0.0054085,15.86,12.451,11.495,3390.0,4.816,-0.25,1.0,,,18.4498,2.25,2.8397,K2,2015,K2
WASP-129 b,WASP-129,176.2990518,-42.0639575,12.179,10.725,10.412,5900.0,4.53,0.15,1.0,0.9,-0.9,5.748145,10.42437,2.6856,SuperWASP-South,2016,WASP
HATS-53 b,HATS-53,176.628323,-33.8600764,13.944,12.458,12.046,5644.0,4.34,,9.0,1.9,-1.9,3.8537768,15.02006,3.5064,HATSouth,2017,HAT
K2-42 b,K2-42,176.6657559,-5.1720463,15.006,12.982,12.284,4613.0,4.659,,,,,6.68796,2.15,3.04,K2,2016,K2
